taxid	lineage	name	rank	SRR5803943	SRR5803944	SRR5803945	SRR5803946	SRR5803949	SRR5803950	SRR5803951	SRR5803952	SRR5803953	SRR5803954	SRR5803955	SRR5803956	SRR5803957	SRR5803958	SRR5803959	SRR5803960	SRR5803961	SRR5803962	SRR5803963	SRR5803964	SRR5803965	SRR5803966	SRR5803967	SRR5803968	SRR5803969	SRR5803970	SRR5803971	SRR5803972	SRR5803973	SRR5803984	SRR5803985	SRR5803986	SRR5803997	SRR5803998	SRR5803999	SRR5804000	SRR5804001	SRR5804002	SRR5804003	SRR5804004	SRR5804005	SRR5804006	SRR5804007	SRR5804008	SRR5804009	SRR5804010	SRR5804011	SRR5804012
2622	Root;rootrank;Bacteria;domain;Firmicutes;phylum;Clostridia;class;Clostridiales;order;Ruminococcaceae;family;Saccharofermentans;genus;	Saccharofermentans	genus	0	0	0	0	0	1	0	0	29	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	2	0	2	3	0	46	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1
-2485	Root;rootrank;Bacteria;domain;Firmicutes;phylum;Clostridia;class;Clostridiales;order;Ruminococcaceae;family;unclassified_Ruminococcaceae;;	unclassified_Ruminococcaceae		0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	4	0	0	0	1	0	0	2	4	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0
2445	Root;rootrank;Bacteria;domain;Firmicutes;phylum;Clostridia;class;Clostridiales;order;Lachnospiraceae;family;	Lachnospiraceae	family	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
-2446	Root;rootrank;Bacteria;domain;Firmicutes;phylum;Clostridia;class;Clostridiales;order;Lachnospiraceae;family;unclassified_Lachnospiraceae;;	unclassified_Lachnospiraceae		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
-2376	Root;rootrank;Bacteria;domain;Firmicutes;phylum;Clostridia;class;unclassified_Clostridia;;	unclassified_Clostridia		0	3	0	0	2	0	0	0	0	0	2	0	1	1	0	0	0	0	0	1	0	0	0	3	0	0	0	6	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	3
2260	Root;rootrank;Bacteria;domain;Firmicutes;phylum;Bacilli;class;	Bacilli	class	1	0	0	0	13	135	3	1	1	0	2	0	1	0	0	1	1	0	0	0	1	0	0	0	0	0	0	1	1	0	0	3	1	0	1	8	1	1	3	2	0	0	0	0	1	0	0	0
2261	Root;rootrank;Bacteria;domain;Firmicutes;phylum;Bacilli;class;Bacillales;order;	Bacillales	order	1	0	0	0	13	135	3	0	0	0	2	0	0	0	0	1	1	0	0	0	1	0	0	0	0	0	0	1	0	0	0	3	0	0	1	8	1	1	2	2	0	0	0	0	1	0	0	0
2292	Root;rootrank;Bacteria;domain;Firmicutes;phylum;Bacilli;class;Bacillales;order;Bacillales_Incertae Sedis XII;family;	Bacillales_Incertae Sedis XII	family	1	0	0	0	0	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	6	0	0	0	1	0	0	0	0	1	0	0	0
2293	Root;rootrank;Bacteria;domain;Firmicutes;phylum;Bacilli;class;Bacillales;order;Bacillales_Incertae Sedis XII;family;Exiguobacterium;genus;	Exiguobacterium	genus	1	0	0	0	0	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	6	0	0	0	1	0	0	0	0	1	0	0	0
2308	Root;rootrank;Bacteria;domain;Firmicutes;phylum;Bacilli;class;Bacillales;order;Planococcaceae;family;	Planococcaceae	family	0	0	0	0	13	122	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0
2595	Root;rootrank;Bacteria;domain;Firmicutes;phylum;Bacilli;class;Bacillales;order;Planococcaceae;family;Rummeliibacillus;genus;	Rummeliibacillus	genus	0	0	0	0	13	122	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0
2264	Root;rootrank;Bacteria;domain;Firmicutes;phylum;Bacilli;class;Bacillales;order;Bacillaceae 1;family;	Bacillaceae 1	family	0	0	0	0	0	11	0	0	0	0	2	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	1	2	1	1	0	1	0	0	0	0	0	0	0	0
3916	Root;rootrank;Bacteria;domain;Firmicutes;phylum;Bacilli;class;Bacillales;order;Bacillaceae 1;family;Neobacillus;genus;	Neobacillus	genus	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3917	Root;rootrank;Bacteria;domain;Firmicutes;phylum;Bacilli;class;Bacillales;order;Bacillaceae 1;family;Alkalihalobacillus;genus;	Alkalihalobacillus	genus	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0
-2265	Root;rootrank;Bacteria;domain;Firmicutes;phylum;Bacilli;class;Bacillales;order;Bacillaceae 1;family;unclassified_Bacillaceae 1;;	unclassified_Bacillaceae 1		0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0
2267	Root;rootrank;Bacteria;domain;Firmicutes;phylum;Bacilli;class;Bacillales;order;Bacillaceae 1;family;Anoxybacillus;genus;	Anoxybacillus	genus	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
3251	Root;rootrank;Bacteria;domain;Firmicutes;phylum;Bacilli;class;Bacillales;order;Bacillaceae 1;family;Fictibacillus;genus;	Fictibacillus	genus	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
2333	Root;rootrank;Bacteria;domain;Firmicutes;phylum;Bacilli;class;Lactobacillales;order;	Lactobacillales	order	0	0	0	0	0	0	0	1	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
2342	Root;rootrank;Bacteria;domain;Firmicutes;phylum;Bacilli;class;Lactobacillales;order;Carnobacteriaceae;family;	Carnobacteriaceae	family	0	0	0	0	0	0	0	1	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
2356	Root;rootrank;Bacteria;domain;Firmicutes;phylum;Bacilli;class;Lactobacillales;order;Carnobacteriaceae;family;Trichococcus;genus;	Trichococcus	genus	0	0	0	0	0	0	0	1	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
-2260	Root;rootrank;Bacteria;domain;Firmicutes;phylum;unclassified_Firmicutes;;	unclassified_Firmicutes		1	0	0	1	1	4	0	0	0	3	1	0	0	0	0	0	0	0	0	0	3	5	0	1	11	0	2	5	9	3	2	0	1	0	1	0	0	0	1	0	0	19	0	1	0	2	1	0
2558	Root;rootrank;Bacteria;domain;Firmicutes;phylum;Erysipelotrichia;class;	Erysipelotrichia	class	0	1	0	1	4	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	5	0	1	0	0	0	0	0	0	0	2	1	0	0	1	0	0	0	1	0	0	0	0	0	1	0	0	0
2559	Root;rootrank;Bacteria;domain;Firmicutes;phylum;Erysipelotrichia;class;Erysipelotrichales;order;	Erysipelotrichales	order	0	1	0	1	4	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	5	0	1	0	0	0	0	0	0	0	2	1	0	0	1	0	0	0	1	0	0	0	0	0	1	0	0	0
2560	Root;rootrank;Bacteria;domain;Firmicutes;phylum;Erysipelotrichia;class;Erysipelotrichales;order;Erysipelotrichaceae;family;	Erysipelotrichaceae	family	0	1	0	1	4	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	5	0	1	0	0	0	0	0	0	0	2	1	0	0	1	0	0	0	1	0	0	0	0	0	1	0	0	0
-2561	Root;rootrank;Bacteria;domain;Firmicutes;phylum;Erysipelotrichia;class;Erysipelotrichales;order;Erysipelotrichaceae;family;unclassified_Erysipelotrichaceae;;	unclassified_Erysipelotrichaceae		0	1	0	1	4	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	5	0	1	0	0	0	0	0	0	0	2	1	0	0	1	0	0	0	1	0	0	0	0	0	1	0	0	0
2722	Root;rootrank;Bacteria;domain;Firmicutes;phylum;Negativicutes;class;	Negativicutes	class	0	0	0	0	6	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2723	Root;rootrank;Bacteria;domain;Firmicutes;phylum;Negativicutes;class;Selenomonadales;order;	Selenomonadales	order	0	0	0	0	2	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3994	Root;rootrank;Bacteria;domain;Firmicutes;phylum;Negativicutes;class;Selenomonadales;order;Sporomusaceae;family;	Sporomusaceae	family	0	0	0	0	2	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
-3995	Root;rootrank;Bacteria;domain;Firmicutes;phylum;Negativicutes;class;Selenomonadales;order;Sporomusaceae;family;unclassified_Sporomusaceae;;	unclassified_Sporomusaceae		0	0	0	0	2	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3999	Root;rootrank;Bacteria;domain;Firmicutes;phylum;Negativicutes;class;Acidaminococcales;order;	Acidaminococcales	order	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2724	Root;rootrank;Bacteria;domain;Firmicutes;phylum;Negativicutes;class;Acidaminococcales;order;Acidaminococcaceae;family;	Acidaminococcaceae	family	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
-2725	Root;rootrank;Bacteria;domain;Firmicutes;phylum;Negativicutes;class;Acidaminococcales;order;Acidaminococcaceae;family;unclassified_Acidaminococcaceae;;	unclassified_Acidaminococcaceae		0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
662	Root;rootrank;Bacteria;domain;Caldiserica;phylum;	Caldiserica	phylum	2	0	0	1	0	1	1	0	1	0	1	0	1	0	0	0	0	0	0	0	2	1	0	1	0	1	1	0	1	0	0	1	2	0	2	0	0	0	1	3	1	1	0	0	0	1	1	1
663	Root;rootrank;Bacteria;domain;Caldiserica;phylum;Caldisericia;class;	Caldisericia	class	2	0	0	1	0	1	1	0	1	0	1	0	1	0	0	0	0	0	0	0	2	1	0	1	0	1	1	0	1	0	0	1	2	0	2	0	0	0	1	3	1	1	0	0	0	1	1	1
664	Root;rootrank;Bacteria;domain;Caldiserica;phylum;Caldisericia;class;Caldisericales;order;	Caldisericales	order	2	0	0	1	0	1	1	0	1	0	1	0	1	0	0	0	0	0	0	0	2	1	0	1	0	1	1	0	1	0	0	1	2	0	2	0	0	0	1	3	1	1	0	0	0	1	1	1
665	Root;rootrank;Bacteria;domain;Caldiserica;phylum;Caldisericia;class;Caldisericales;order;Caldisericaceae;family;	Caldisericaceae	family	2	0	0	1	0	1	1	0	1	0	1	0	1	0	0	0	0	0	0	0	2	1	0	1	0	1	1	0	1	0	0	1	2	0	2	0	0	0	1	3	1	1	0	0	0	1	1	1
666	Root;rootrank;Bacteria;domain;Caldiserica;phylum;Caldisericia;class;Caldisericales;order;Caldisericaceae;family;Caldisericum;genus;	Caldisericum	genus	2	0	0	1	0	1	1	0	1	0	1	0	1	0	0	0	0	0	0	0	2	1	0	1	0	1	1	0	1	0	0	1	2	0	2	0	0	0	1	3	1	1	0	0	0	1	1	1
2150	Root;rootrank;Bacteria;domain;Armatimonadetes;phylum;	Armatimonadetes	phylum	2	2	1	6	5	6	0	2	2	0	0	3	1	1	0	0	1	0	0	0	2	3	1	0	0	6	1	2	1	0	0	1	0	1	3	1	2	1	1	2	8	1	0	0	3	8	7	2
2163	Root;rootrank;Bacteria;domain;Armatimonadetes;phylum;Armatimonadetes_gp7;genus;	Armatimonadetes_gp7	genus	2	2	1	6	5	4	0	2	2	0	0	3	1	1	0	0	1	0	0	0	2	2	1	0	0	2	1	2	1	0	0	1	0	1	3	1	2	1	1	2	8	0	0	0	3	3	7	2
2159	Root;rootrank;Bacteria;domain;Armatimonadetes;phylum;Armatimonadetes_gp2;genus;	Armatimonadetes_gp2	genus	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	4	0	0
2162	Root;rootrank;Bacteria;domain;Armatimonadetes;phylum;Armatimonadetes_gp6;genus;	Armatimonadetes_gp6	genus	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
3751	Root;rootrank;Bacteria;domain;Balneolaeota;phylum;	Balneolaeota	phylum	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3752	Root;rootrank;Bacteria;domain;Balneolaeota;phylum;Balneolia;class;	Balneolia	class	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3753	Root;rootrank;Bacteria;domain;Balneolaeota;phylum;Balneolia;class;Balneolales;order;	Balneolales	order	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3754	Root;rootrank;Bacteria;domain;Balneolaeota;phylum;Balneolia;class;Balneolales;order;Balneolaceae;family;	Balneolaceae	family	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
4343	Root;rootrank;Bacteria;domain;Balneolaeota;phylum;Balneolia;class;Balneolales;order;Balneolaceae;family;Rhodohalobacter;genus;	Rhodohalobacter	genus	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
-2	Root;rootrank;Bacteria;domain;unclassified_Bacteria;;	unclassified_Bacteria		256	129	32	42	94	153	245	154	45	149	1176	125	430	132	98	49	30	163	55	57	971	93	64	523	230	60	49	253	342	271	236	40	57	25	278	193	74	106	510	132	115	125	160	88	43	68	306	315
789	Root;rootrank;Bacteria;domain;Fusobacteria;phylum;	Fusobacteria	phylum	0	20	0	0	0	0	0	0	4	0	0	5	0	0	0	1	0	0	0	0	0	0	1	0	0	1	0	1	1	0	2	0	0	0	4	0	0	1	1	0	0	1	0	0	1	4	0	0
790	Root;rootrank;Bacteria;domain;Fusobacteria;phylum;Fusobacteriia;class;	Fusobacteriia	class	0	20	0	0	0	0	0	0	4	0	0	5	0	0	0	1	0	0	0	0	0	0	1	0	0	1	0	1	1	0	2	0	0	0	4	0	0	1	1	0	0	1	0	0	1	4	0	0
791	Root;rootrank;Bacteria;domain;Fusobacteria;phylum;Fusobacteriia;class;Fusobacteriales;order;	Fusobacteriales	order	0	20	0	0	0	0	0	0	4	0	0	5	0	0	0	1	0	0	0	0	0	0	1	0	0	1	0	1	1	0	2	0	0	0	4	0	0	1	1	0	0	1	0	0	1	4	0	0
799	Root;rootrank;Bacteria;domain;Fusobacteria;phylum;Fusobacteriia;class;Fusobacteriales;order;Leptotrichiaceae;family;	Leptotrichiaceae	family	0	17	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3690	Root;rootrank;Bacteria;domain;Fusobacteria;phylum;Fusobacteriia;class;Fusobacteriales;order;Leptotrichiaceae;family;Hypnocyclicus;genus;	Hypnocyclicus	genus	0	16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
-800	Root;rootrank;Bacteria;domain;Fusobacteria;phylum;Fusobacteriia;class;Fusobacteriales;order;Leptotrichiaceae;family;unclassified_Leptotrichiaceae;;	unclassified_Leptotrichiaceae		0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
-792	Root;rootrank;Bacteria;domain;Fusobacteria;phylum;Fusobacteriia;class;Fusobacteriales;order;unclassified_Fusobacteriales;;	unclassified_Fusobacteriales		0	3	0	0	0	0	0	0	3	0	0	5	0	0	0	1	0	0	0	0	0	0	1	0	0	1	0	1	1	0	0	0	0	0	4	0	0	1	1	0	0	1	0	0	1	4	0	0
1945	Root;rootrank;Bacteria;domain;Thermodesulfobacteria;phylum;	Thermodesulfobacteria	phylum	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	1	0	0	2	0	0	0	0	0	0	0	2	1	0	1	1	1	1	1	0	0	0	0	0	0	0	1	0
1946	Root;rootrank;Bacteria;domain;Thermodesulfobacteria;phylum;Thermodesulfobacteria;class;	Thermodesulfobacteria	class	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	1	0	0	2	0	0	0	0	0	0	0	2	1	0	1	1	1	1	1	0	0	0	0	0	0	0	1	0
1947	Root;rootrank;Bacteria;domain;Thermodesulfobacteria;phylum;Thermodesulfobacteria;class;Thermodesulfobacteriales;order;	Thermodesulfobacteriales	order	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	1	0	0	2	0	0	0	0	0	0	0	2	1	0	1	1	1	1	1	0	0	0	0	0	0	0	1	0
1948	Root;rootrank;Bacteria;domain;Thermodesulfobacteria;phylum;Thermodesulfobacteria;class;Thermodesulfobacteriales;order;Thermodesulfobacteriaceae;family;	Thermodesulfobacteriaceae	family	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	1	0	0	2	0	0	0	0	0	0	0	2	1	0	1	1	1	1	1	0	0	0	0	0	0	0	1	0
1949	Root;rootrank;Bacteria;domain;Thermodesulfobacteria;phylum;Thermodesulfobacteria;class;Thermodesulfobacteriales;order;Thermodesulfobacteriaceae;family;Caldimicrobium;genus;	Caldimicrobium	genus	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	1	0	0	2	0	0	0	0	0	0	0	2	1	0	1	1	1	1	1	0	0	0	0	0	0	0	1	0
779	Root;rootrank;Bacteria;domain;Elusimicrobia;phylum;	Elusimicrobia	phylum	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0
780	Root;rootrank;Bacteria;domain;Elusimicrobia;phylum;Elusimicrobia;class;	Elusimicrobia	class	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0
781	Root;rootrank;Bacteria;domain;Elusimicrobia;phylum;Elusimicrobia;class;Elusimicrobiales;order;	Elusimicrobiales	order	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0
782	Root;rootrank;Bacteria;domain;Elusimicrobia;phylum;Elusimicrobia;class;Elusimicrobiales;order;Elusimicrobiaceae;family;	Elusimicrobiaceae	family	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0
783	Root;rootrank;Bacteria;domain;Elusimicrobia;phylum;Elusimicrobia;class;Elusimicrobiales;order;Elusimicrobiaceae;family;Elusimicrobium;genus;	Elusimicrobium	genus	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0
824	Root;rootrank;Bacteria;domain;Planctomycetes;phylum;	Planctomycetes	phylum	0	0	2	2	1	11	1	1	1	0	5	0	2	1	0	3	4	0	2	0	24	7	2	0	0	5	2	0	2	9	0	1	2	0	4	4	0	2	8	2	1	1	1	0	5	1	2	0
825	Root;rootrank;Bacteria;domain;Planctomycetes;phylum;Planctomycetacia;class;	Planctomycetacia	class	0	0	2	2	0	11	1	0	1	0	5	0	2	1	0	3	4	0	1	0	22	7	2	0	0	4	2	0	2	9	0	1	2	0	2	4	0	2	8	2	1	1	1	0	5	1	2	0
4118	Root;rootrank;Bacteria;domain;Planctomycetes;phylum;Planctomycetacia;class;Pirellulales;order;	Pirellulales	order	0	0	1	2	0	11	1	0	1	0	5	0	1	1	0	3	1	0	1	0	21	2	0	0	0	2	2	0	2	7	0	1	2	0	2	2	0	0	6	2	0	1	1	0	0	0	1	0
4121	Root;rootrank;Bacteria;domain;Planctomycetes;phylum;Planctomycetacia;class;Pirellulales;order;Pirellulaceae;family;	Pirellulaceae	family	0	0	1	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	2	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
3777	Root;rootrank;Bacteria;domain;Planctomycetes;phylum;Planctomycetacia;class;Pirellulales;order;Pirellulaceae;family;Mariniblastus;genus;	Mariniblastus	genus	0	0	1	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
2962	Root;rootrank;Bacteria;domain;Planctomycetes;phylum;Planctomycetacia;class;Pirellulales;order;Pirellulaceae;family;Pirellula;genus;	Pirellula	genus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
-4119	Root;rootrank;Bacteria;domain;Planctomycetes;phylum;Planctomycetacia;class;Pirellulales;order;unclassified_Pirellulales;;	unclassified_Pirellulales		0	0	0	2	0	7	0	0	1	0	5	0	0	1	0	3	0	0	0	0	14	1	0	0	0	2	0	0	1	7	0	1	1	0	2	1	0	0	4	0	0	1	1	0	0	0	1	0
4120	Root;rootrank;Bacteria;domain;Planctomycetes;phylum;Planctomycetacia;class;Pirellulales;order;Thermoguttaceae;family;	Thermoguttaceae	family	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	1	0	1	0	7	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	2	2	0	0	0	0	0	0	0	0
-4121	Root;rootrank;Bacteria;domain;Planctomycetes;phylum;Planctomycetacia;class;Pirellulales;order;Thermoguttaceae;family;unclassified_Thermoguttaceae;;	unclassified_Thermoguttaceae		0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0
4126	Root;rootrank;Bacteria;domain;Planctomycetes;phylum;Planctomycetacia;class;Pirellulales;order;Thermoguttaceae;family;Thermostilla;genus;	Thermostilla	genus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0
826	Root;rootrank;Bacteria;domain;Planctomycetes;phylum;Planctomycetacia;class;Planctomycetales;order;	Planctomycetales	order	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	1	5	2	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0
-827	Root;rootrank;Bacteria;domain;Planctomycetes;phylum;Planctomycetacia;class;Planctomycetales;order;unclassified_Planctomycetales;;	unclassified_Planctomycetales		0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
827	Root;rootrank;Bacteria;domain;Planctomycetes;phylum;Planctomycetacia;class;Planctomycetales;order;Planctomycetaceae;family;	Planctomycetaceae	family	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0
3286	Root;rootrank;Bacteria;domain;Planctomycetes;phylum;Planctomycetacia;class;Planctomycetales;order;Planctomycetaceae;family;Planctomicrobium;genus;	Planctomicrobium	genus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0
3784	Root;rootrank;Bacteria;domain;Planctomycetes;phylum;Planctomycetacia;class;Planctomycetales;order;Gemmataceae;family;	Gemmataceae	family	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3785	Root;rootrank;Bacteria;domain;Planctomycetes;phylum;Planctomycetacia;class;Planctomycetales;order;Gemmataceae;family;Fimbriiglobus;genus;	Fimbriiglobus	genus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
